item_code,design_code,design_name,category,karat,gold_color,ring_size,diamond_grade,actual_net_weight,actual_diamond_weight,cert_lab,cert_number,hallmark_number,price,status
YRA-0116-14Y-OS,BR-026,Fia Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,IJ/SI,2.057,0.29,IGI,357483947,,32500.0,in_stock
YRA-0116-18R-OS,BR-026,Fia Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,HI/SI,2.468,0.28,GIA,931492008,,44400.0,in_stock
YRA-0116-18Y-OS,BR-026,Fia Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,JK/SI,2.468,0.31,IGI,952113205,,36300.0,sold
YRA-0117-14R-OS,BR-027,Gia Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,HI/SI,4.465,1.04,GIA,127905393,,110900.0,sold
YRA-0117-14Y-OS,BR-027,Gia Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,IJ/SI,4.465,1.04,IGI,760414609,,92400.0,in_stock
YRA-0117-18W-OS,BR-027,Gia Diamond Bracelet,Bracelets & Bangles,18Kt,White,,IJ/SI,5.358,1.05,GIA,434085391,,109200.0,sold
YRA-0117-18Y-OS,BR-027,Gia Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,IJ/SI,5.358,1.08,GIA,442013759,,110800.0,sold
YRA-0118-14R-OS,BR-028,Hia Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,JK/SI,5.302,0.16,IGI,323267080,,50000.0,in_stock
YRA-0118-14W-OS,BR-028,Hia Diamond Bracelet,Bracelets & Bangles,14Kt,White,,JK/SI,5.302,0.16,IGI,803077011,,50000.0,sold
YRA-0118-18Y-OS,BR-028,Hia Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,IJ/SI,6.362,0.16,IGI,870384242,,71800.0,in_stock
YRA-0118-18R-OS,BR-028,Hia Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,HI/SI,6.362,0.18,GIA,980910431,,76000.0,in_stock
YRA-0119-14R-OS,BR-029,Isha Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,JK/SI,5.352,0.08,IGI,547551343,,47400.0,in_stock
YRA-0119-14W-OS,BR-029,Isha Diamond Bracelet,Bracelets & Bangles,14Kt,White,,IJ/SI,5.352,0.08,IGI,627500188,,48600.0,in_stock
YRA-0119-18W-OS,BR-029,Isha Diamond Bracelet,Bracelets & Bangles,18Kt,White,,HI/SI,6.422,0.1,GIA,993001895,,71000.0,in_stock
YRA-0119-18Y-OS,BR-029,Isha Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,HI/SI,6.422,0.1,IGI,797139800,,71000.0,in_stock
YRA-0120-14Y-OS,BR-030,Jia Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,JK/SI,5.418,1.4,GIA,962650099,,97900.0,in_stock
YRA-0120-14W-OS,BR-030,Jia Diamond Bracelet,Bracelets & Bangles,14Kt,White,,JK/SI,5.418,1.4,GIA,748705408,,97900.0,in_stock
YRA-0120-18R-OS,BR-030,Jia Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,IJ/SI,6.502,1.41,IGI,199167886,,139800.0,sold
YRA-0120-18Y-OS,BR-030,Jia Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,JK/SI,6.502,1.42,IGI,903542235,,118500.0,sold
YRA-0121-14R-8,SO-001,Aura Solitaire Ring,Solitaires,14Kt,Rose,8,HI/SI,4.17,1.19,GIA,252586690,,119100.0,in_stock
YRA-0121-14R-20,SO-001,Aura Solitaire Ring,Solitaires,14Kt,Rose,20,HI/SI,4.979,1.17,GIA,538360848,,124400.0,sold
YRA-0121-14R-16,SO-001,Aura Solitaire Ring,Solitaires,14Kt,Rose,16,HI/SI,4.693,1.17,IGI,273116077,,122000.0,sold
YRA-0121-14Y-14,SO-001,Aura Solitaire Ring,Solitaires,14Kt,Yellow,14,JK/SI,4.557,1.17,IGI,578393188,,82100.0,in_stock
YRA-0121-14Y-8,SO-001,Aura Solitaire Ring,Solitaires,14Kt,Yellow,8,IJ/SI,4.17,1.17,IGI,641768225,,96900.0,in_stock
YRA-0121-14Y-16,SO-001,Aura Solitaire Ring,Solitaires,14Kt,Yellow,16,IJ/SI,4.693,1.18,GIA,607952891,,101800.0,sold
YRA-0121-18R-8,SO-001,Aura Solitaire Ring,Solitaires,18Kt,Rose,8,HI/SI,5.004,1.17,GIA,853058535,,132900.0,in_stock
YRA-0121-18R-16,SO-001,Aura Solitaire Ring,Solitaires,18Kt,Rose,16,HI/SI,5.632,1.16,GIA,888181453,,138400.0,in_stock
YRA-0121-18R-14,SO-001,Aura Solitaire Ring,Solitaires,18Kt,Rose,14,JK/SI,5.468,1.17,GIA,793097392,,98700.0,in_stock
YRA-0121-18Y-10,SO-001,Aura Solitaire Ring,Solitaires,18Kt,Yellow,10,JK/SI,5.154,1.19,GIA,480611737,,96300.0,in_stock
YRA-0121-18Y-20,SO-001,Aura Solitaire Ring,Solitaires,18Kt,Yellow,20,JK/SI,5.975,1.19,GIA,564463357,,104500.0,in_stock
YRA-0121-18Y-8,SO-001,Aura Solitaire Ring,Solitaires,18Kt,Yellow,8,JK/SI,5.004,1.17,IGI,837116320,,94100.0,in_stock
YRA-0122-14R-18,SO-002,Celeste Solitaire Ring,Solitaires,14Kt,Rose,18,IJ/SI,3.984,1.21,GIA,394935282,,97500.0,in_stock
YRA-0122-14R-8,SO-002,Celeste Solitaire Ring,Solitaires,14Kt,Rose,8,IJ/SI,3.437,1.22,GIA,786302890,,93500.0,sold
YRA-0122-14R-16,SO-002,Celeste Solitaire Ring,Solitaires,14Kt,Rose,16,IJ/SI,3.868,1.18,GIA,754678514,,94900.0,in_stock
YRA-0122-14Y-16,SO-002,Celeste Solitaire Ring,Solitaires,14Kt,Yellow,16,HI/SI,3.868,1.21,GIA,970166111,,118000.0,sold
YRA-0122-14Y-18,SO-002,Celeste Solitaire Ring,Solitaires,14Kt,Yellow,18,IJ/SI,3.984,1.2,GIA,409172325,,96900.0,sold
YRA-0122-14Y-8,SO-002,Celeste Solitaire Ring,Solitaires,14Kt,Yellow,8,JK/SI,3.437,1.19,GIA,123363448,,73600.0,in_stock
YRA-0122-18Y-8,SO-002,Celeste Solitaire Ring,Solitaires,18Kt,Yellow,8,HI/SI,4.124,1.19,IGI,568822262,,125600.0,in_stock
YRA-0122-18Y-18,SO-002,Celeste Solitaire Ring,Solitaires,18Kt,Yellow,18,JK/SI,4.781,1.21,IGI,254531929,,93400.0,in_stock
YRA-0122-18Y-16,SO-002,Celeste Solitaire Ring,Solitaires,18Kt,Yellow,16,HI/SI,4.642,1.22,IGI,566040351,,132800.0,sold
YRA-0122-18W-18,SO-002,Celeste Solitaire Ring,Solitaires,18Kt,White,18,JK/SI,4.781,1.2,IGI,741015156,,93000.0,in_stock
YRA-0122-18W-16,SO-002,Celeste Solitaire Ring,Solitaires,18Kt,White,16,HI/SI,4.642,1.19,IGI,272281711,,130700.0,in_stock
YRA-0122-18W-8,SO-002,Celeste Solitaire Ring,Solitaires,18Kt,White,8,JK/SI,4.124,1.18,IGI,220619813,,85700.0,in_stock
YRA-0123-14R-10,SO-003,Vega Solitaire Ring,Solitaires,14Kt,Rose,10,JK/SI,2.41,0.69,IGI,277770668,,46100.0,in_stock
YRA-0123-14R-18,SO-003,Vega Solitaire Ring,Solitaires,14Kt,Rose,18,IJ/SI,2.712,0.66,IGI,578384605,,57600.0,in_stock
YRA-0123-14R-12,SO-003,Vega Solitaire Ring,Solitaires,14Kt,Rose,12,HI/SI,2.482,0.68,GIA,687689223,,68900.0,sold
YRA-0123-14W-12,SO-003,Vega Solitaire Ring,Solitaires,14Kt,White,12,HI/SI,2.482,0.67,GIA,808875934,,68100.0,in_stock
YRA-0123-14W-18,SO-003,Vega Solitaire Ring,Solitaires,14Kt,White,18,HI/SI,2.712,0.69,IGI,633390566,,71500.0,in_stock
YRA-0123-14W-10,SO-003,Vega Solitaire Ring,Solitaires,14Kt,White,10,JK/SI,2.41,0.67,IGI,637205162,,45300.0,sold
YRA-0123-18W-10,SO-003,Vega Solitaire Ring,Solitaires,18Kt,White,10,JK/SI,2.892,0.67,GIA,458370516,,54100.0,sold
YRA-0123-18W-12,SO-003,Vega Solitaire Ring,Solitaires,18Kt,White,12,JK/SI,2.978,0.69,IGI,439673179,,55700.0,sold
YRA-0123-18W-18,SO-003,Vega Solitaire Ring,Solitaires,18Kt,White,18,HI/SI,3.254,0.66,IGI,722655734,,79200.0,in_stock
YRA-0123-18Y-10,SO-003,Vega Solitaire Ring,Solitaires,18Kt,Yellow,10,JK/SI,2.892,0.66,GIA,395398863,,53700.0,sold
YRA-0123-18Y-12,SO-003,Vega Solitaire Ring,Solitaires,18Kt,Yellow,12,IJ/SI,2.978,0.69,IGI,260077084,,66400.0,in_stock
YRA-0123-18Y-18,SO-003,Vega Solitaire Ring,Solitaires,18Kt,Yellow,18,IJ/SI,3.254,0.65,GIA,729773611,,67000.0,in_stock
YRA-0124-14W-14,SO-004,Ira Solitaire Ring,Solitaires,14Kt,White,14,IJ/SI,5.328,1.02,IGI,169834820,,98500.0,in_stock
YRA-0124-14W-12,SO-004,Ira Solitaire Ring,Solitaires,14Kt,White,12,IJ/SI,5.173,1.0,IGI,645366414,,96100.0,sold
YRA-0124-14W-6,SO-004,Ira Solitaire Ring,Solitaires,14Kt,White,6,IJ/SI,4.734,1.03,GIA,589858294,,94100.0,in_stock
YRA-0124-14R-16,SO-004,Ira Solitaire Ring,Solitaires,14Kt,Rose,16,HI/SI,5.488,1.03,IGI,971135228,,118700.0,in_stock
YRA-0124-14R-6,SO-004,Ira Solitaire Ring,Solitaires,14Kt,Rose,6,JK/SI,4.734,0.99,IGI,477552753,,76700.0,in_stock
YRA-0124-14R-12,SO-004,Ira Solitaire Ring,Solitaires,14Kt,Rose,12,HI/SI,5.173,1.01,GIA,975024242,,114600.0,in_stock
YRA-0124-18R-14,SO-004,Ira Solitaire Ring,Solitaires,18Kt,Rose,14,HI/SI,6.394,1.02,IGI,598814508,,136100.0,in_stock
YRA-0124-18R-12,SO-004,Ira Solitaire Ring,Solitaires,18Kt,Rose,12,HI/SI,6.208,1.03,GIA,468535934,,134900.0,sold
YRA-0124-18R-16,SO-004,Ira Solitaire Ring,Solitaires,18Kt,Rose,16,HI/SI,6.586,1.01,IGI,792649519,,137300.0,in_stock
YRA-0124-18W-16,SO-004,Ira Solitaire Ring,Solitaires,18Kt,White,16,HI/SI,6.586,1.0,GIA,943811464,,136500.0,in_stock
YRA-0124-18W-6,SO-004,Ira Solitaire Ring,Solitaires,18Kt,White,6,HI/SI,5.681,1.0,IGI,272951486,,127500.0,sold
YRA-0124-18W-14,SO-004,Ira Solitaire Ring,Solitaires,18Kt,White,14,HI/SI,6.394,1.01,GIA,672259465,,135300.0,in_stock
YRA-0125-14W-16,SO-005,Zoya Solitaire Ring,Solitaires,14Kt,White,16,JK/SI,6.742,0.72,GIA,535019741,,83100.0,sold
YRA-0125-14W-8,SO-005,Zoya Solitaire Ring,Solitaires,14Kt,White,8,IJ/SI,5.99,0.73,GIA,629527466,,88500.0,sold
YRA-0125-14W-14,SO-005,Zoya Solitaire Ring,Solitaires,14Kt,White,14,HI/SI,6.546,0.71,GIA,918061563,,104700.0,sold
YRA-0125-14Y-16,SO-005,Zoya Solitaire Ring,Solitaires,14Kt,Yellow,16,IJ/SI,6.742,0.73,GIA,220513359,,94800.0,sold
YRA-0125-14Y-8,SO-005,Zoya Solitaire Ring,Solitaires,14Kt,Yellow,8,JK/SI,5.99,0.7,GIA,454611880,,76100.0,in_stock
YRA-0125-14Y-12,SO-005,Zoya Solitaire Ring,Solitaires,14Kt,Yellow,12,IJ/SI,6.355,0.71,IGI,441276794,,90500.0,in_stock
YRA-0125-18Y-12,SO-005,Zoya Solitaire Ring,Solitaires,18Kt,Yellow,12,JK/SI,7.626,0.72,GIA,616161445,,103100.0,sold
YRA-0125-18Y-16,SO-005,Zoya Solitaire Ring,Solitaires,18Kt,Yellow,16,JK/SI,8.09,0.72,IGI,486918050,,107700.0,in_stock
YRA-0125-18Y-14,SO-005,Zoya Solitaire Ring,Solitaires,18Kt,Yellow,14,IJ/SI,7.855,0.7,IGI,861598676,,115400.0,sold
YRA-0125-18R-18,SO-005,Zoya Solitaire Ring,Solitaires,18Kt,Rose,18,HI/SI,8.333,0.7,IGI,652887824,,132600.0,in_stock
YRA-0125-18R-12,SO-005,Zoya Solitaire Ring,Solitaires,18Kt,Rose,12,HI/SI,7.626,0.69,IGI,834692701,,124900.0,in_stock
YRA-0125-18R-14,SO-005,Zoya Solitaire Ring,Solitaires,18Kt,Rose,14,HI/SI,7.855,0.69,IGI,386223507,,127100.0,in_stock
YRA-0126-14Y-10,SO-006,Meera Solitaire Ring,Solitaires,14Kt,Yellow,10,JK/SI,3.805,0.9,GIA,824584619,,65600.0,sold
YRA-0126-14Y-8,SO-006,Meera Solitaire Ring,Solitaires,14Kt,Yellow,8,JK/SI,3.694,0.91,IGI,172242848,,65100.0,in_stock
YRA-0126-14Y-14,SO-006,Meera Solitaire Ring,Solitaires,14Kt,Yellow,14,IJ/SI,4.037,0.92,IGI,990771636,,82500.0,in_stock
YRA-0126-14W-14,SO-006,Meera Solitaire Ring,Solitaires,14Kt,White,14,JK/SI,4.037,0.91,IGI,129260096,,67900.0,sold
YRA-0126-14W-8,SO-006,Meera Solitaire Ring,Solitaires,14Kt,White,8,JK/SI,3.694,0.93,GIA,273006605,,65800.0,in_stock
YRA-0126-14W-10,SO-006,Meera Solitaire Ring,Solitaires,14Kt,White,10,HI/SI,3.805,0.9,GIA,497355909,,95500.0,in_stock
YRA-0126-18Y-6,SO-006,Meera Solitaire Ring,Solitaires,18Kt,Yellow,6,HI/SI,4.303,0.89,IGI,432091965,,106000.0,in_stock
YRA-0126-18Y-10,SO-006,Meera Solitaire Ring,Solitaires,18Kt,Yellow,10,JK/SI,4.566,0.91,GIA,543131329,,79900.0,in_stock
YRA-0126-18Y-14,SO-006,Meera Solitaire Ring,Solitaires,18Kt,Yellow,14,JK/SI,4.844,0.92,IGI,353594120,,83000.0,in_stock
YRA-0126-18W-6,SO-006,Meera Solitaire Ring,Solitaires,18Kt,White,6,IJ/SI,4.303,0.93,IGI,930646491,,92300.0,in_stock
YRA-0126-18W-10,SO-006,Meera Solitaire Ring,Solitaires,18Kt,White,10,IJ/SI,4.566,0.91,GIA,460261632,,93900.0,in_stock
YRA-0126-18W-14,SO-006,Meera Solitaire Ring,Solitaires,18Kt,White,14,JK/SI,4.844,0.89,IGI,586003287,,81900.0,sold
YRA-0127-14W-12,SO-007,Tara Solitaire Ring,Solitaires,14Kt,White,12,IJ/SI,3.075,1.2,GIA,213992248,,89400.0,in_stock
YRA-0127-14W-10,SO-007,Tara Solitaire Ring,Solitaires,14Kt,White,10,HI/SI,2.985,1.21,IGI,634468469,,110700.0,in_stock
YRA-0127-14W-8,SO-007,Tara Solitaire Ring,Solitaires,14Kt,White,8,JK/SI,2.898,1.22,IGI,979117722,,70200.0,in_stock
YRA-0127-14R-8,SO-007,Tara Solitaire Ring,Solitaires,14Kt,Rose,8,HI/SI,2.898,1.2,IGI,648294660,,109300.0,in_stock
YRA-0127-14R-12,SO-007,Tara Solitaire Ring,Solitaires,14Kt,Rose,12,HI/SI,3.075,1.2,GIA,378055552,,110700.0,in_stock
YRA-0127-14R-6,SO-007,Tara Solitaire Ring,Solitaires,14Kt,Rose,6,IJ/SI,2.814,1.19,IGI,853367737,,86700.0,in_stock
YRA-0127-18R-12,SO-007,Tara Solitaire Ring,Solitaires,18Kt,Rose,12,IJ/SI,3.69,1.21,GIA,459669809,,101200.0,in_stock
YRA-0127-18R-6,SO-007,Tara Solitaire Ring,Solitaires,18Kt,Rose,6,IJ/SI,3.377,1.22,IGI,140696554,,98600.0,in_stock
YRA-0127-18R-8,SO-007,Tara Solitaire Ring,Solitaires,18Kt,Rose,8,IJ/SI,3.478,1.22,IGI,267215240,,99600.0,in_stock
YRA-0127-18Y-8,SO-007,Tara Solitaire Ring,Solitaires,18Kt,Yellow,8,JK/SI,3.478,1.23,IGI,510636459,,81200.0,in_stock
YRA-0127-18Y-10,SO-007,Tara Solitaire Ring,Solitaires,18Kt,Yellow,10,HI/SI,3.582,1.21,IGI,819218703,,121600.0,sold
YRA-0127-18Y-6,SO-007,Tara Solitaire Ring,Solitaires,18Kt,Yellow,6,IJ/SI,3.377,1.21,GIA,168142324,,98000.0,sold
YRA-0128-14Y-14,SO-008,Kiara Solitaire Ring,Solitaires,14Kt,Yellow,14,JK/SI,5.835,0.62,GIA,473634908,,71800.0,in_stock
YRA-0128-14Y-10,SO-008,Kiara Solitaire Ring,Solitaires,14Kt,Yellow,10,IJ/SI,5.5,0.63,GIA,273731830,,79100.0,sold
YRA-0128-14Y-6,SO-008,Kiara Solitaire Ring,Solitaires,14Kt,Yellow,6,HI/SI,5.184,0.62,IGI,198210012,,87000.0,in_stock
YRA-0128-14R-6,SO-008,Kiara Solitaire Ring,Solitaires,14Kt,Rose,6,JK/SI,5.184,0.64,GIA,869704758,,67200.0,in_stock
YRA-0128-14R-14,SO-008,Kiara Solitaire Ring,Solitaires,14Kt,Rose,14,HI/SI,5.835,0.63,IGI,103889691,,93100.0,in_stock
YRA-0128-14R-16,SO-008,Kiara Solitaire Ring,Solitaires,14Kt,Rose,16,HI/SI,6.01,0.63,GIA,733682269,,94600.0,in_stock
YRA-0128-18W-18,SO-008,Kiara Solitaire Ring,Solitaires,18Kt,White,18,IJ/SI,7.428,0.62,GIA,235691012,,106900.0,in_stock
YRA-0128-18W-14,SO-008,Kiara Solitaire Ring,Solitaires,18Kt,White,14,JK/SI,7.002,0.62,IGI,765213119,,93100.0,in_stock
YRA-0128-18W-6,SO-008,Kiara Solitaire Ring,Solitaires,18Kt,White,6,JK/SI,6.221,0.62,IGI,549662528,,85300.0,in_stock
YRA-0128-18R-18,SO-008,Kiara Solitaire Ring,Solitaires,18Kt,Rose,18,IJ/SI,7.428,0.62,IGI,926834412,,106900.0,in_stock
YRA-0128-18R-14,SO-008,Kiara Solitaire Ring,Solitaires,18Kt,Rose,14,IJ/SI,7.002,0.62,GIA,367321505,,102700.0,in_stock
YRA-0128-18R-10,SO-008,Kiara Solitaire Ring,Solitaires,18Kt,Rose,10,JK/SI,6.6,0.63,GIA,684160115,,89500.0,in_stock
YRA-0129-14R-12,SO-009,Nyla Solitaire Ring,Solitaires,14Kt,Rose,12,JK/SI,3.809,1.18,IGI,392908770,,76300.0,in_stock
YRA-0129-14R-6,SO-009,Nyla Solitaire Ring,Solitaires,14Kt,Rose,6,IJ/SI,3.486,1.16,IGI,569723750,,90700.0,sold
YRA-0129-14R-10,SO-009,Nyla Solitaire Ring,Solitaires,14Kt,Rose,10,JK/SI,3.698,1.17,GIA,963729501,,75000.0,sold
YRA-0129-14Y-10,SO-009,Nyla Solitaire Ring,Solitaires,14Kt,Yellow,10,JK/SI,3.698,1.15,IGI,623623724,,74200.0,in_stock
YRA-0129-14Y-12,SO-009,Nyla Solitaire Ring,Solitaires,14Kt,Yellow,12,IJ/SI,3.809,1.16,IGI,864568063,,93400.0,in_stock
YRA-0129-14Y-6,SO-009,Nyla Solitaire Ring,Solitaires,14Kt,Yellow,6,IJ/SI,3.486,1.16,GIA,409852647,,90700.0,in_stock
YRA-0129-18R-12,SO-009,Nyla Solitaire Ring,Solitaires,18Kt,Rose,12,HI/SI,4.571,1.16,IGI,455942483,,127900.0,in_stock
YRA-0129-18R-10,SO-009,Nyla Solitaire Ring,Solitaires,18Kt,Rose,10,HI/SI,4.438,1.16,GIA,555302663,,126500.0,in_stock
YRA-0129-18R-14,SO-009,Nyla Solitaire Ring,Solitaires,18Kt,Rose,14,IJ/SI,4.708,1.18,IGI,219578607,,109700.0,sold
YRA-0129-18Y-6,SO-009,Nyla Solitaire Ring,Solitaires,18Kt,Yellow,6,IJ/SI,4.183,1.19,IGI,520857867,,105000.0,in_stock
YRA-0129-18Y-10,SO-009,Nyla Solitaire Ring,Solitaires,18Kt,Yellow,10,HI/SI,4.438,1.17,GIA,222481403,,127300.0,sold
YRA-0129-18Y-12,SO-009,Nyla Solitaire Ring,Solitaires,18Kt,Yellow,12,JK/SI,4.571,1.16,IGI,770622896,,89400.0,in_stock
YRA-0130-14R-14,SO-010,Rhea Solitaire Ring,Solitaires,14Kt,Rose,14,IJ/SI,3.019,1.08,GIA,489995244,,82500.0,in_stock
YRA-0130-14R-16,SO-010,Rhea Solitaire Ring,Solitaires,14Kt,Rose,16,IJ/SI,3.109,1.08,GIA,358104726,,83300.0,in_stock
YRA-0130-14R-18,SO-010,Rhea Solitaire Ring,Solitaires,14Kt,Rose,18,IJ/SI,3.203,1.09,IGI,505022998,,84600.0,in_stock
YRA-0130-14Y-18,SO-010,Rhea Solitaire Ring,Solitaires,14Kt,Yellow,18,IJ/SI,3.203,1.1,GIA,114620346,,85100.0,in_stock
YRA-0130-14Y-6,SO-010,Rhea Solitaire Ring,Solitaires,14Kt,Yellow,6,HI/SI,2.682,1.09,IGI,935290716,,99700.0,in_stock
YRA-0130-14Y-14,SO-010,Rhea Solitaire Ring,Solitaires,14Kt,Yellow,14,IJ/SI,3.019,1.09,IGI,958613543,,83100.0,sold
YRA-0130-18R-16,SO-010,Rhea Solitaire Ring,Solitaires,18Kt,Rose,16,JK/SI,3.731,1.1,IGI,172453134,,78800.0,in_stock
YRA-0130-18R-6,SO-010,Rhea Solitaire Ring,Solitaires,18Kt,Rose,6,IJ/SI,3.218,1.07,IGI,564488610,,89000.0,in_stock
YRA-0130-18R-18,SO-010,Rhea Solitaire Ring,Solitaires,18Kt,Rose,18,JK/SI,3.844,1.09,GIA,654163501,,79500.0,in_stock
YRA-0130-18W-6,SO-010,Rhea Solitaire Ring,Solitaires,18Kt,White,6,IJ/SI,3.218,1.07,IGI,336736285,,89000.0,sold
YRA-0130-18W-16,SO-010,Rhea Solitaire Ring,Solitaires,18Kt,White,16,IJ/SI,3.731,1.08,GIA,404926539,,94600.0,sold
YRA-0130-18W-14,SO-010,Rhea Solitaire Ring,Solitaires,18Kt,White,14,JK/SI,3.623,1.09,GIA,222825185,,77300.0,in_stock
YRA-0131-14Y-18,SO-011,Sana Solitaire Ring,Solitaires,14Kt,Yellow,18,IJ/SI,7.025,0.68,GIA,535827769,,94400.0,in_stock
YRA-0131-14Y-10,SO-011,Sana Solitaire Ring,Solitaires,14Kt,Yellow,10,JK/SI,6.242,0.66,GIA,276734200,,76700.0,sold
YRA-0131-14Y-6,SO-011,Sana Solitaire Ring,Solitaires,14Kt,Yellow,6,JK/SI,5.883,0.66,IGI,130879857,,73700.0,in_stock
YRA-0131-14R-6,SO-011,Sana Solitaire Ring,Solitaires,14Kt,Rose,6,IJ/SI,5.883,0.67,IGI,681511640,,84400.0,in_stock
YRA-0131-14R-10,SO-011,Sana Solitaire Ring,Solitaires,14Kt,Rose,10,JK/SI,6.242,0.68,IGI,377793285,,77500.0,sold
YRA-0131-14R-18,SO-011,Sana Solitaire Ring,Solitaires,14Kt,Rose,18,JK/SI,7.025,0.67,IGI,807228097,,83600.0,in_stock
YRA-0131-18R-10,SO-011,Sana Solitaire Ring,Solitaires,18Kt,Rose,10,HI/SI,7.49,0.68,IGI,393915921,,122800.0,in_stock
YRA-0131-18R-18,SO-011,Sana Solitaire Ring,Solitaires,18Kt,Rose,18,JK/SI,8.43,0.68,IGI,821414988,,109600.0,in_stock
YRA-0131-18R-6,SO-011,Sana Solitaire Ring,Solitaires,18Kt,Rose,6,JK/SI,7.06,0.68,IGI,908659601,,96000.0,sold
YRA-0131-18W-6,SO-011,Sana Solitaire Ring,Solitaires,18Kt,White,6,JK/SI,7.06,0.68,IGI,186745832,,96000.0,in_stock
YRA-0131-18W-10,SO-011,Sana Solitaire Ring,Solitaires,18Kt,White,10,JK/SI,7.49,0.65,IGI,387305413,,99100.0,sold
YRA-0131-18W-18,SO-011,Sana Solitaire Ring,Solitaires,18Kt,White,18,JK/SI,8.43,0.65,IGI,116916490,,108500.0,in_stock
YRA-0132-14W-16,SO-012,Diya Solitaire Ring,Solitaires,14Kt,White,16,HI/SI,3.219,0.94,IGI,770176299,,93400.0,in_stock
YRA-0132-14W-20,SO-012,Diya Solitaire Ring,Solitaires,14Kt,White,20,JK/SI,3.415,0.94,GIA,821105079,,63900.0,in_stock
YRA-0132-14W-10,SO-012,Diya Solitaire Ring,Solitaires,14Kt,White,10,HI/SI,2.946,0.98,IGI,572648881,,94000.0,in_stock
YRA-0132-14Y-20,SO-012,Diya Solitaire Ring,Solitaires,14Kt,Yellow,20,HI/SI,3.415,0.97,GIA,198233578,,97200.0,sold
YRA-0132-14Y-16,SO-012,Diya Solitaire Ring,Solitaires,14Kt,Yellow,16,IJ/SI,3.219,0.97,IGI,510013622,,78300.0,in_stock
YRA-0132-14Y-10,SO-012,Diya Solitaire Ring,Solitaires,14Kt,Yellow,10,IJ/SI,2.946,0.96,IGI,336711727,,75500.0,in_stock
YRA-0132-18W-16,SO-012,Diya Solitaire Ring,Solitaires,18Kt,White,16,HI/SI,3.863,0.94,IGI,572229206,,105200.0,sold
YRA-0132-18W-20,SO-012,Diya Solitaire Ring,Solitaires,18Kt,White,20,JK/SI,4.098,0.95,GIA,638235616,,76700.0,in_stock
YRA-0132-18W-10,SO-012,Diya Solitaire Ring,Solitaires,18Kt,White,10,JK/SI,3.535,0.96,GIA,530791050,,71500.0,in_stock
YRA-0132-18Y-20,SO-012,Diya Solitaire Ring,Solitaires,18Kt,Yellow,20,HI/SI,4.098,0.95,GIA,298172698,,108200.0,in_stock
YRA-0132-18Y-10,SO-012,Diya Solitaire Ring,Solitaires,18Kt,Yellow,10,HI/SI,3.535,0.96,IGI,479346851,,103300.0,in_stock
YRA-0132-18Y-16,SO-012,Diya Solitaire Ring,Solitaires,18Kt,Yellow,16,IJ/SI,3.863,0.98,GIA,474305107,,90600.0,in_stock
YRA-0133-14W-14,SO-013,Aria Solitaire Ring,Solitaires,14Kt,White,14,JK/SI,4.296,1.17,GIA,975292084,,79900.0,in_stock
YRA-0133-14W-16,SO-013,Aria Solitaire Ring,Solitaires,14Kt,White,16,JK/SI,4.425,1.17,GIA,303039352,,81000.0,sold
YRA-0133-14W-10,SO-013,Aria Solitaire Ring,Solitaires,14Kt,White,10,HI/SI,4.05,1.15,IGI,441189046,,115300.0,in_stock
YRA-0133-14Y-16,SO-013,Aria Solitaire Ring,Solitaires,14Kt,Yellow,16,HI/SI,4.425,1.15,IGI,273142690,,118400.0,in_stock
YRA-0133-14Y-14,SO-013,Aria Solitaire Ring,Solitaires,14Kt,Yellow,14,IJ/SI,4.296,1.16,GIA,998525679,,97400.0,in_stock
YRA-0133-14Y-18,SO-013,Aria Solitaire Ring,Solitaires,14Kt,Yellow,18,HI/SI,4.558,1.18,GIA,141133678,,121600.0,sold
YRA-0133-18W-16,SO-013,Aria Solitaire Ring,Solitaires,18Kt,White,16,JK/SI,5.31,1.17,IGI,715078127,,97100.0,in_stock
YRA-0133-18W-10,SO-013,Aria Solitaire Ring,Solitaires,18Kt,White,10,HI/SI,4.86,1.15,GIA,966414580,,130000.0,in_stock
YRA-0133-18W-14,SO-013,Aria Solitaire Ring,Solitaires,18Kt,White,14,JK/SI,5.155,1.17,GIA,264697678,,95600.0,in_stock
YRA-0133-18Y-10,SO-013,Aria Solitaire Ring,Solitaires,18Kt,Yellow,10,HI/SI,4.86,1.15,IGI,374507874,,130000.0,in_stock
YRA-0133-18Y-16,SO-013,Aria Solitaire Ring,Solitaires,18Kt,Yellow,16,IJ/SI,5.31,1.14,IGI,368830719,,113500.0,in_stock
